frame_path,video_id,frame_id,phase,grasper,bipolar,hook,scissors,clipper,irrigator,specimen_bag
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000001.png,4,0,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000002.png,4,25,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000003.png,4,50,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000004.png,4,75,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000005.png,4,100,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000006.png,4,125,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000007.png,4,150,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000008.png,4,175,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000009.png,4,200,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000010.png,4,225,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000011.png,4,250,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000012.png,4,275,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000013.png,4,300,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000014.png,4,325,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000015.png,4,350,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000016.png,4,375,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000017.png,4,400,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000018.png,4,425,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000019.png,4,450,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000020.png,4,475,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000021.png,4,500,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000022.png,4,525,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000023.png,4,550,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000024.png,4,575,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000025.png,4,600,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000026.png,4,625,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000027.png,4,650,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000028.png,4,675,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000029.png,4,700,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000030.png,4,725,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000031.png,4,750,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000032.png,4,775,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000033.png,4,800,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000034.png,4,825,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000035.png,4,850,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000036.png,4,875,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000037.png,4,900,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000038.png,4,925,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000039.png,4,950,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000040.png,4,975,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000041.png,4,1000,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000042.png,4,1025,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000043.png,4,1050,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000044.png,4,1075,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000045.png,4,1100,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000046.png,4,1125,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000047.png,4,1150,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000048.png,4,1175,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000049.png,4,1200,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000050.png,4,1225,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000051.png,4,1250,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000052.png,4,1275,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000053.png,4,1300,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000054.png,4,1325,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000055.png,4,1350,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000056.png,4,1375,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000057.png,4,1400,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000058.png,4,1425,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000059.png,4,1450,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000060.png,4,1475,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000061.png,4,1500,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000062.png,4,1525,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000063.png,4,1550,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000064.png,4,1575,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000065.png,4,1600,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000066.png,4,1625,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000067.png,4,1650,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000068.png,4,1675,0,0,0,0,1,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000069.png,4,1700,0,0,0,0,1,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000070.png,4,1725,0,0,0,0,1,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000071.png,4,1750,0,0,0,0,1,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000072.png,4,1775,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000073.png,4,1800,0,0,0,0,1,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000074.png,4,1825,0,0,0,0,1,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000075.png,4,1850,0,0,0,0,1,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000076.png,4,1875,0,0,0,0,1,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000077.png,4,1900,0,0,0,0,1,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000078.png,4,1925,0,0,0,0,1,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000079.png,4,1950,0,0,0,0,1,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000080.png,4,1975,0,0,0,0,1,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000081.png,4,2000,0,0,0,0,1,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000082.png,4,2025,0,0,0,0,1,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000083.png,4,2050,0,0,0,0,1,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000084.png,4,2075,0,0,0,0,1,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000085.png,4,2100,0,0,0,0,1,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000086.png,4,2125,0,0,0,0,1,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000087.png,4,2150,0,0,0,0,1,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000088.png,4,2175,0,0,0,0,1,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000089.png,4,2200,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000090.png,4,2225,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000091.png,4,2250,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000092.png,4,2275,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000093.png,4,2300,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000094.png,4,2325,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000095.png,4,2350,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000096.png,4,2375,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000097.png,4,2400,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000098.png,4,2425,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000099.png,4,2450,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000100.png,4,2475,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000101.png,4,2500,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000102.png,4,2525,0,0,0,0,0,0,0,0
/Volumes/LaCie/cholec80/cholec80/frames/video04/video04_000103.png,4,2550,0,0,0,0,0,0,0,0
